RowNr	L1ReqId	Text	ComplianceType	ComplianceStatement	L2ReqId	L2ReqText
344	SKA1-SYS_REQ-3071	"SKA1_Low equipment, while in its storage packaging, shall withstand, and shall operate to specification as defined herein  after exposure to, the storage environmental conditions as defined in “Class 1.1: Weather protected, partly temperature-controlled storage locations” of the ETSI EN 300 019-1-1 standard  and defined in BS EN IEC 60721-3-1.


   Climatic Conditions 1K3 based on [AD7]

  Biological Conditions 1B2 based on [AD7]

  Chemical conditions 1C2 based on [AD7]

  Dust and Sand conditions 1S2 based on [AD7]

  Shock & Vibration Conditions 1M2 based on [AD7]"	no derived requirements	No		
345	SKA1-SYS_REQ-3072	The maximum distance between SKA1_Mid (including MeerKAT) Receptors shall be at most 160km.	Non compliance	No		
346	SKA1-SYS_REQ-3073	"SKA1_LOW, when performing calibration imaging in support of Pulsar Search, shall provide better than 25 dB polarisation dynamic range for the configured bandwidth."	Non compliance	No		
347	SKA1-SYS_REQ-3074	"SKA1_LOW, when performing Pulsar Timing,  shall provide better than 40 dB polarisation dynamic range across each Pulsar Timing tied array at their bore sight for the configured bandwidth/ time resolution. This implies 40 dB out to the HPBW for the station primary beam as a pulsar timing tied array beam can be located anywhere in that area.?"	Non compliance	No		
348	SKA1-SYS_REQ-3075	"SKA1_Mid, when performing Pulsar Search, shall provide better than 25 dB polarisation purity across tied array beams for the configured bandwidth."	Non compliance	No		
349	SKA1-SYS_REQ-3076	"SKA1_Mid, when performing Pulsar Timing, shall provide better than 40 dB polarisation dynamic range across tied array beams for the configured bandwidth."	Non compliance	No		
350	SKA1-SYS_REQ-3077	SKA1_Mid DSH shall make mechanical and optical provision on the structure to exchange the SPF Band 1 with a PAF. The PAF shall be constrained to a physical size of a cylindrical volume with of maximum diameter of TBD m and a maximum depth of TBD m and a maximum mass of TBD kg.	Non compliance	No		
351	SKA1-SYS_REQ-3078	"The SKA1-MID shall provide a transient buffer of at least 32 gigabytes per dish, capable of recording at least 300-MHz of 2-bit dual-polarisation raw voltage data."	no derived requirements	No		
352	SKA1-SYS_REQ-3079	The SKA1-MID shall have a system latency of at most 60 seconds from the time that the highest frequency component of a transient signal arrives at the telescope to the time when the transient buffer is recorded.	no derived requirements	No		
355	SKA1-SYS_REQ-3082	The SKA1-LOW shall have a system latency of at most 900 seconds from the time that the highest frequency component of a transient signal arrives at the telescope to the time when the transient buffer is forwarded for storage.	no derived requirements	No		
356	SKA1-SYS_REQ-3083	The SKA1-LOW shall have the capacity of archiving at least 150 terabytes of transient buffer data per day	no derived requirements	No		
358	SKA1-SYS_REQ-3085	The power delivery infrastructure for SKA1_Mid shall comply with the SKA1 RFI levels documentation.	no derived requirements	No		
361	SKA1-SYS_REQ-3090	"The SKA1_Low and SKA1_Mid shall survive a main power interruption, at an arbitrary time."	no derived requirements	No		
362	SKA1-SYS_REQ-3091	The SKA1_Mid and SKA1_Power quality shall be compliant with the SKA1 Power Quality Standard Specification : SKA-TEL-SKO-00000293 [RS12]	no derived requirements	No		
363	SKA1-SYS_REQ-3094	The SKA1_Mid and SKA1_Low shall provide a 1 pps heartbeat signal for synchronisation and array phase up.	no derived requirements	No		
364	SKA1-SYS_REQ-3095	"The SKA1_Mid timescales shall have a frequency stability, expressed as Allan Deviation, of at least:  


 
	 
		 
			 
			     Averaging Time [s]    

			 
			 
			     Stability    

			 
		

		 
			 
			   1  

			 
			 
			   2.0.10 -13   

			 
		

		 
			 
			   10  

			 
			 
			   5.0.10 -14   

			 
		

		 
			 
			   100  

			 
			 
			   1.3.10 -14   

			 
		

		 
			 
			   1000  

			 
			 
			   3.2.10 -15   

			 
		

		 
			 
			   floor up to 10 5   

			 
			 
			   3.0.10 -15   

			 
		

	 
 

  "	no derived requirements	No		
365	SKA1-SYS_REQ-3096	"The SKA1_Mid shall determine each dish and effective sub-array position in absolute terms (i.e. relative to the centre of the earth, not each other) to an accuracy of better than 1 cm.


 At each of these geographical reference positions the time will be traceable to the SKA timescale with an accuracy as specified by the Time stamping requirement."	no derived requirements	No		
369	SKA1-SYS_REQ-3130	"The SKA1_Low and SKA1_Mid, when commanded, shall acquire imaging data while the telescope is either (a) driven across a region of sky defined in (Az, El), (RA, Dec), or Galactic coordinates to build a map of the sky, or (b) at a fixed (Az, El) position."	no derived requirements	No		
370	SKA1-SYS_REQ-3131	SKA1_MID and SKA1_LOW shall each provide commensality for both imaging and non-imaging observing.	no derived requirements	No		
371	SKA1-SYS_REQ-3133	"Upon authorised request, all elements of the SKA1_Low and SKA1_Mid shall report a summary of available signal and data processing resources"	no derived requirements	No		
373	SKA1-SYS_REQ-3136	"The SKA1_Mid and SKA1_Low, when commanded, shall form tied-array beams ?that can be configured and operated independently of each other."	no derived requirements	No		
374	SKA1-SYS_REQ-3138	SKA1_Mid VLBI data shall conform to the SKA-VLBI ICD (to be written)	no derived requirements	No		
378	SKA1-SYS_REQ-3143	"The SKA1_Common shall provide a centrally maintained and managed database for authenticated and authorised users to prepare and submit proposals, and to retain a full history of previous proposals."	Non compliance	No		
392	SKA1-SYS_REQ-3158	"The SKA1_Common shall provide the capability for the detailed preparation, design and adjustment of approved projects through a single, platform-independent system."	Non compliance	No		
396	SKA1-SYS_REQ-3163	"SKA1_Common, when commanded, shall generate Observing Plans? and Scheduling Block priorities for submission to SKA1_Mid and SKA1_Low for execution.

The plans will be verified, and will take into account all scheduling constraints, including the coordination of schedule blocks between SKA1_Low and SKA1_Mid, for any plan length between 24 hours and 1 year."	no derived requirements	No		
397	SKA1-SYS_REQ-3167	"SKA1_Mid and SKA1_Low shall automatically select a Scheduling Block for execution, and execute it only if the necessary resources needed by that Scheduling Block are available, and all constraints are satisfied."	no derived requirements	No		
403	SKA1-SYS_REQ-3175	SKA1-Mid and SKA1-Low shall log Quality Assessment reports. These should be traceable to the originating Schedule Blocks	no derived requirements	No		
406	SKA1-SYS_REQ-3180	The SKA1_Common shall provide a Help Desk facility to log and trace any queries/problems/faults/bugs reported. The Help Desk facility will generate tickets that are assigned to authorised staff members.	no derived requirements	No		
411	SKA1-SYS_REQ-3184	"The SKA1_Common shall log new, open and closed faults, with the repair and corrective actions archived for future and continual reference."	Non compliance	No		
412	SKA1-SYS_REQ-3184	"The SKA1_Common shall log new, open and closed faults, with the repair and corrective actions archived for future and continual reference."	no derived requirements	No		
413	SKA1-SYS_REQ-3187	"The SKA1_Mid and SKA1_Low shall log their usage and status within specified time accounting categories (TBD).


 These shall be stored at the telescopes and at the SKA1_Common"	no derived requirements	No		
414	SKA1-SYS_REQ-3188	"SKA1-Mid and SKA1-Low, when commanded, shall generate a report of all their activity (at least observations carried out, events with manually entered operator logs, faults encountered, and remedial actions) over a specified period, normally 24 hours. The report will be made available to authorised personnel."	no derived requirements	No		
415	SKA1-SYS_REQ-3192	The SKA1_Common shall provide the capability to remotely identify faults within the SKA1_Mid and SKA1_Low down to LRU level.	no derived requirements	No		
421	SKA1-SYS_REQ-3203	"When the SKA1_Mid receptor is ready to Observe, its boresight shall remain within a Pointing error circle, centred on the commanded direction, with a diameter less than 36 arcsec, from commanded direction, in any possible combination of Az and El within its specified range of motions, after all long term repeatable errors have been compensated, without any metrology and/or calibration, under Precision Observing condition"	no derived requirements	No		
422	SKA1-SYS_REQ-3204	"When the SKA1_Mid receptor is ready to Observe, its boresight shall remain within a Pointing error circle, centred on the commanded direction, with a diameter less than 72 arcsec, from commanded direction, in any possible combination of Az and El within its specified range of motions, after all long term repeatable errors have been compensated, without any metrology and/or calibration, under Standard Observing condition"	no derived requirements	No		
423	SKA1-SYS_REQ-3205	"When the SKA1_Mid receptor is ready to Observe, its boresight shall remain within a Pointing error circle, centred on the commanded direction, with a diameter less than 144 arcsec, from commanded direction, in any possible combination of Az and El within its specified range of motions, after all long term repeatable errors have been compensated, without any metrology and/or calibration, under Degraded Observing condition"	no derived requirements	No		
424	SKA1-SYS_REQ-3206	"When the SKA1_Mid receptor is ready to Observe, its boresight shall differ less than a residual of 9 arcsec RMS from commanded direction, in any possible combination of Az and El, within its specified range of motions, after all long term repeatable errors have been compensated, without any metrology and/or calibration under Precision Observing condition"	no derived requirements	No		
425	SKA1-SYS_REQ-3207	"When the SKA1_Mid receptor is ready to Observe, its boresight shall differ less than a residual of 18 arcsec RMS from commanded direction, in any possible combination of Az and El, within its specified range of motions, after all long term repeatable errors have been compensated, without any metrology and/or calibration, under Standard Observing condition"	no derived requirements	No		
